"budget_code_key","cost_code","cost_type","budget_code_description","2023-06","2023-07","2023-08","2023-09","2023-10","2023-11","2023-12","2024-01","2024-02","2024-03","2024-04","2024-05","2024-06","2024-07","2024-08","2024-09","2024-10","2024-11","2024-12","2025-01","2025-02","2025-03","2025-04","2025-05","2025-06","2025-07","2025-08","2025-09","2025-10","2025-11","2025-12","2026-01","2026-02","2026-03","2026-04","2026-05","2026-06","2026-07","2026-08","2026-09","2026-10","2026-11"
"1000.15-15-310.SUB","15-15-310","SUB","TROPICAL WORLD NURSERY-CONSTR.FIRE SPRINKLERS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35335.00","0.00","0.00","4817.50","167986.40","175506.10","194388.00","1986.00","25458.00","0.00","12813.00","11735.20","10086.80","0.00","27231.80","31832.59","24247.50","16662.41","0.00","0.00"
"1000.15-15-410.SUB","15-15-410","SUB","TROPICAL WORLD NURSERY-CONSTR.PLUMBING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7970.00","0.00","0.00","45040.00","161526.23","212472.50","0.00","121562.50","155575.00","141545.00","338188.94","250370.75","135375.00","167212.00","131716.75","294830.00","56665.00","0.00","251490.85","316691.92","251490.85","186289.78","0.00","0.00"
"1000.15-15-700.SUB","15-15-700","SUB","TROPICAL WORLD NURSERY-CONSTR.HVAC.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","211809.60","55000.00","13733.00","62641.00","73618.39","114810.51","117003.19","467737.72","281554.08","150816.29","378484.70","184000.09","209343.30","95257.90","0.00","81831.23","95656.52","72863.42","50070.32","0.00","0.00"
"1000.15-16-110.MAT","15-16-110","MAT","TROPICAL WORLD NURSERY-CONSTR.ELECTRICAL.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","99.39","0.00","279.60","80624.12","279.60","0.00","36008.68","48012.83","36008.68","24004.55","0.00","0.00"
"1000.15-16-110.SUB","15-16-110","SUB","TROPICAL WORLD NURSERY-CONSTR.ELECTRICAL.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","53429.50","251362.07","922123.50","160054.85","69000.00","76162.50","483820.56","295530.50","464319.72","5995.35","206328.00","1940806.96","545234.72","-317381.21","1508998.45","1191960.24","1697173.47","747157.44","604967.05","480390.05","445306.93","0.00","0.00"
"1000.15-16-111.SUB","15-16-111","SUB","TROPICAL WORLD NURSERY-CONSTR.UNIT SUBMETERS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13230.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14210.01","7839.99","0.00","0.00","0.00","0.00"
"1000.15-16-112.SUB","15-16-112","SUB","TROPICAL WORLD NURSERY-CONSTR.BDA & DAS SYSTEM-ALW.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","81897.97","0.00","0.00","11361.83","12060.04","12758.26","10346.25","7934.24","5522.23"
"1000.15-16-400.SUB","15-16-400","SUB","TROPICAL WORLD NURSERY-CONSTR.LOW VOLTAGE DISTRIBUTION.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","231263.00","0.00","0.00","146756.67","0.00","4270.00","0.00","0.00","0.00","0.00","0.00","0.00","81082.46","105407.20","72974.22","0.00","0.00","0.00"
"1000.20-18-107.MAT","20-18-107","MAT","TROPICAL WORLD NURSERY-CONSTR.SUBCONTRACTOR DEFAULT INS.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5875.00","457020.53","28332.00","0.00","0.00","5600.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","109629.70","116366.72","123103.74","99830.40","76557.05","53283.72"
"1000.20-18-110.OVH","20-18-110","OVH","TROPICAL WORLD NURSERY-CONSTR.CONTRACTOR'S FEE.Overhead","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1000.20-18-141.MAT","20-18-141","MAT","TROPICAL WORLD NURSERY-CONSTR.CONTRACTOR'S CONTINGENCY.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1000.20-18-170.MAT","20-18-170","MAT","TROPICAL WORLD NURSERY-CONSTR.PAYMENT & PERFORMANCE BOND.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","302326.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1000.20-18-250.MAT","20-18-250","MAT","TROPICAL WORLD NURSERY-CONSTR.BUYOUT CONTINGENCY.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1000.90-01-300.MAT","90-01-300","MAT","TROPICAL WORLD NURSERY-CONSTR.REIMBURSABLE ITEMS.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1297.34","0.00","76.88","0.00","513.53","184.50","1390.43","891.53","1850.30","3199.58","4994.10","4780.99","2650.67","2893.45","51.10","964.93","1024.23","1083.53","878.68","673.84","469.00"
